"A.Abrines, S.Adams, T.Gibson, A.Roberson, R.Westbrook",2.0
"A.Abrines, S.Adams, J.Grant, A.Roberson, R.Westbrook",-3.3
"A.Abrines, S.Adams, D.McDermott, A.Roberson, R.Westbrook",2.7
"S.Adams, T.Gibson, V.Oladipo, A.Roberson, R.Westbrook",6.4
"S.Adams, J.Grant, V.Oladipo, A.Roberson, R.Westbrook",0.0
"L.Aldridge, K.Anderson, M.Ginobili, P.Mills, J.Simmons",-1.2
"L.Aldridge, K.Anderson, D.Green, D.Lee, T.Parker",-0.7
"L.Aldridge, K.Anderson, D.Green, P.Mills, J.Simmons",-1.3
"L.Aldridge, D.Dedmon, D.Green, K.Leonard, T.Parker",-2.0
"L.Aldridge, P.Gasol, M.Ginobili, K.Leonard, P.Mills",-0.1
"L.Aldridge, P.Gasol, M.Ginobili, K.Leonard, T.Parker",0.8
"L.Aldridge, P.Gasol, D.Green, K.Leonard, P.Mills",0.4
"L.Aldridge, P.Gasol, D.Green, K.Leonard, D.Murray",-2.0
"L.Aldridge, P.Gasol, D.Green, K.Leonard, T.Parker",1.4
"L.Aldridge, P.Gasol, D.Green, P.Mills, J.Simmons",-3.8
"L.Aldridge, M.Ginobili, D.Green, K.Leonard, P.Mills",-0.8
"L.Aldridge, M.Ginobili, D.Green, P.Mills, J.Simmons",-5.0
"L.Aldridge, M.Ginobili, D.Lee, K.Leonard, P.Mills",1.0
"L.Aldridge, M.Ginobili, D.Lee, P.Mills, J.Simmons",0.7
"L.Aldridge, D.Green, D.Lee, K.Leonard, T.Parker",-1.0
"L.Aldridge, D.Lee, K.Leonard, P.Mills, T.Parker",5.3
"A.Aminu, A.Crabbe, M.Harkless, D.Lillard, C.McCollum",-2.0
"A.Aminu, A.Crabbe, M.Harkless, D.Lillard, E.Turner",-0.5
"A.Aminu, A.Crabbe, M.Harkless, C.McCollum, E.Turner",2.5
"A.Aminu, A.Crabbe, D.Lillard, C.McCollum, N.Vonleh",-2.7
"A.Aminu, A.Crabbe, D.Lillard, S.Napier, N.Vonleh",1.7
"A.Aminu, M.Harkless, D.Lillard, C.McCollum, E.Turner",-0.5
"A.Aminu, D.Lillard, C.McCollum, E.Turner, N.Vonleh",-3.5
"K.Anderson, J.Anthony, D.Bertans, B.Forbes, D.Murray",1.0
"K.Anderson, D.Bertans, D.Dedmon, B.Forbes, D.Murray",1.4
"K.Anderson, D.Bertans, D.Dedmon, B.Forbes, J.Simmons",3.0
"K.Anderson, D.Bertans, D.Dedmon, D.Murray, J.Simmons",0.8
"K.Anderson, D.Bertans, D.Lee, D.Murray, J.Simmons",5.0
"K.Anderson, P.Gasol, M.Ginobili, P.Mills, D.Murray",-1.0
"R.Anderson, T.Ariza, P.Beverley, C.Capela, J.Harden",-2.1
"R.Anderson, T.Ariza, P.Beverley, E.Gordon, J.Harden",-3.0
"R.Anderson, T.Ariza, P.Beverley, E.Gordon, L.Williams",0.3
"R.Anderson, T.Ariza, P.Beverley, J.Harden, N.Hilario",0.7
"R.Anderson, T.Ariza, P.Beverley, J.Harden, L.Williams",0.0
"R.Anderson, T.Ariza, C.Capela, E.Gordon, J.Harden",-1.6
"R.Anderson, T.Ariza, C.Capela, J.Harden, L.Williams",-2.0
"R.Anderson, T.Ariza, E.Gordon, J.Harden, N.Hilario",-1.0
"R.Anderson, T.Ariza, E.Gordon, J.Harden, L.Williams",0.0
"R.Anderson, P.Beverley, C.Capela, E.Gordon, L.Williams",3.5
"R.Anderson, P.Beverley, E.Gordon, N.Hilario, L.Williams",-0.3
"R.Anderson, E.Gordon, J.Harden, N.Hilario, L.Williams",1.8
"G.Antetokounmpo, M.Beasley, M.Dellavedova, G.Monroe, J.Terry",-1.0
"G.Antetokounmpo, M.Brogdon, M.Dellavedova, T.Maker, K.Middleton",1.0
"G.Antetokounmpo, M.Brogdon, M.Dellavedova, K.Middleton, G.Monroe",3.3
"G.Antetokounmpo, M.Brogdon, T.Maker, K.Middleton, T.Snell",0.8
"G.Antetokounmpo, M.Brogdon, K.Middleton, G.Monroe, T.Snell",-1.0
"G.Antetokounmpo, M.Dellavedova, K.Middleton, G.Monroe, T.Snell",-1.8
"G.Antetokounmpo, M.Dellavedova, K.Middleton, G.Monroe, J.Terry",6.3
"G.Antetokounmpo, M.Dellavedova, G.Monroe, M.Teletovic, J.Terry",-4.0
"T.Ariza, P.Beverley, C.Capela, E.Gordon, J.Harden",-0.2
"T.Ariza, P.Beverley, C.Capela, E.Gordon, L.Williams",1.0
"T.Ariza, P.Beverley, E.Gordon, J.Harden, N.Hilario",2.8
"T.Ariza, C.Capela, E.Gordon, J.Harden, L.Williams",-2.8
"T.Ariza, E.Gordon, J.Harden, N.Hilario, L.Williams",2.7
"W.Baldwin IV, D.Davis, A.Harrison, J.Martin, W.Selden",-0.3
"M.Barnes, I.Clark, D.Jones, J.McAdoo, P.McCaw",0.5
"M.Barnes, I.Clark, S.Livingston, J.McAdoo, P.McCaw",-1.3
"K.Bazemore, J.Calderon, T.Hardaway Jr., E.Ilyasova, P.Millsap",4.0
"K.Bazemore, M.Dunleavy, D.Howard, E.Ilyasova, D.Schroder",0.6
"K.Bazemore, M.Dunleavy, E.Ilyasova, M.Muscala, D.Schroder",1.4
"K.Bazemore, T.Hardaway Jr., D.Howard, P.Millsap, D.Schroder",0.0
"K.Bazemore, T.Hardaway Jr., P.Millsap, T.Prince, D.Schroder",-0.7
"K.Bazemore, D.Howard, P.Millsap, T.Prince, D.Schroder",2.0
"B.Beal, B.Bogdanovic, M.Gortat, B.Jennings, K.Oubre Jr.",-0.7
"B.Beal, B.Bogdanovic, M.Gortat, M.Morris, J.Wall",0.0
"B.Beal, B.Bogdanovic, M.Gortat, O.Porter Jr., J.Wall",-0.7
"B.Beal, B.Bogdanovic, M.Gortat, J.Smith, J.Wall",-1.0
"B.Beal, B.Bogdanovic, B.Jennings, I.Mahinmi, M.Morris",1.0
"B.Beal, B.Bogdanovic, B.Jennings, I.Mahinmi, K.Oubre Jr.",-4.0
"B.Beal, B.Bogdanovic, B.Jennings, K.Oubre Jr., J.Smith",-1.1
"B.Beal, B.Bogdanovic, B.Jennings, O.Porter Jr., J.Smith",3.3
"B.Beal, B.Bogdanovic, M.Morris, O.Porter Jr., J.Wall",4.3
"B.Beal, M.Gortat, M.Morris, K.Oubre Jr., J.Wall",-2.0
"B.Beal, M.Gortat, M.Morris, O.Porter Jr., J.Wall",8.0
"B.Beal, M.Gortat, K.Oubre Jr., O.Porter Jr., J.Wall",-7.5
"B.Beal, M.Gortat, K.Oubre Jr., J.Smith, J.Wall",-2.0
"B.Beal, M.Gortat, O.Porter Jr., J.Smith, J.Wall",1.7
"B.Beal, M.Morris, O.Porter Jr., J.Smith, J.Wall",0.0
"M.Beasley, M.Dellavedova, K.Middleton, G.Monroe, T.Snell",1.0
"M.Beasley, M.Dellavedova, K.Middleton, G.Monroe, J.Terry",3.5
"D.Bertans, P.Gasol, M.Ginobili, K.Leonard, P.Mills",1.5
"B.Bogdanovic, B.Jennings, I.Mahinmi, K.Oubre Jr., J.Wall",2.5
"B.Bogdanovic, B.Jennings, M.Morris, K.Oubre Jr., J.Wall",-0.5
"B.Bogdanovic, B.Jennings, K.Oubre Jr., J.Smith, J.Wall",-3.4
"A.Bradley, J.Brown, J.Crowder, A.Horford, M.Smart",-1.3
"A.Bradley, J.Brown, J.Crowder, A.Horford, I.Thomas",1.0
"A.Bradley, J.Crowder, G.Green, A.Horford, M.Smart",0.0
"A.Bradley, J.Crowder, G.Green, A.Horford, I.Thomas",0.8
"A.Bradley, J.Crowder, A.Horford, J.Jerebko, M.Smart",-0.3
"A.Bradley, J.Crowder, A.Horford, A.Johnson, M.Smart",-5.0
"A.Bradley, J.Crowder, A.Horford, A.Johnson, I.Thomas",-1.4
"A.Bradley, J.Crowder, A.Horford, K.Olynyk, M.Smart",-2.5
"A.Bradley, J.Crowder, A.Horford, K.Olynyk, I.Thomas",-0.8
"A.Bradley, J.Crowder, A.Horford, T.Rozier, M.Smart",2.0
"A.Bradley, J.Crowder, A.Horford, T.Rozier, I.Thomas",0.6
"A.Bradley, J.Crowder, A.Horford, M.Smart, I.Thomas",0.0
"A.Bradley, J.Crowder, A.Horford, I.Thomas, T.Zeller",-4.5
"A.Bradley, J.Crowder, J.Jerebko, K.Olynyk, M.Smart",7.0
"A.Bradley, J.Crowder, K.Olynyk, T.Rozier, M.Smart",3.2
"A.Bradley, J.Crowder, K.Olynyk, M.Smart, I.Thomas",-1.6
"A.Bradley, A.Horford, K.Olynyk, M.Smart, I.Thomas",-0.4
"A.Bradley, J.Jerebko, K.Olynyk, T.Rozier, M.Smart",0.0
"B.Brown, S.Dekker, M.Harrell, I.Taylor, T.Williams",-0.3
"J.Brown, J.Crowder, A.Horford, T.Rozier, M.Smart",0.5
"J.Brown, J.Crowder, K.Olynyk, M.Smart, I.Thomas",2.5
"J.Brown, J.Jerebko, J.Mickey, T.Rozier, T.Zeller",4.0
"J.Brown, K.Olynyk, T.Rozier, M.Smart, I.Thomas",-0.6
"J.Butler, I.Canaan, R.Lopez, N.Mirotic, D.Wade",-3.0
"J.Butler, I.Canaan, R.Lopez, B.Portis, P.Zipser",-0.5
"J.Butler, I.Canaan, N.Mirotic, B.Portis, D.Wade",1.0
"J.Butler, M.Carter-Williams, C.Felicio, B.Portis, P.Zipser",-5.0
"J.Butler, M.Carter-Williams, R.Lopez, N.Mirotic, D.Wade",-1.0
"J.Butler, J.Grant, R.Lopez, N.Mirotic, D.Wade",-9.3
"J.Butler, R.Lopez, N.Mirotic, R.Rondo, D.Wade",6.5
"J.Butler, R.Lopez, N.Mirotic, R.Rondo, P.Zipser",0.0
"J.Calderon, T.Hardaway Jr., D.Howard, P.Millsap, T.Prince",2.3
"J.Calderon, T.Hardaway Jr., P.Millsap, M.Muscala, T.Prince",0.0
"D.Carroll, D.DeRozan, S.Ibaka, C.Joseph, D.Wright",-2.0
"D.Carroll, D.DeRozan, S.Ibaka, K.Lowry, N.Powell",5.3
"D.Carroll, D.DeRozan, S.Ibaka, K.Lowry, J.Valanciunas",-5.8
"D.Carroll, D.DeRozan, K.Lowry, N.Powell, J.Valanciunas",4.0
"V.Carter, M.Conley, T.Daniels, M.Gasol, Z.Randolph",1.5
"V.Carter, M.Conley, J.Ennis III, M.Gasol, Z.Randolph",-3.3
"V.Carter, M.Conley, M.Gasol, J.Green, W.Selden",0.8
"V.Carter, M.Conley, M.Gasol, Z.Randolph, W.Selden",1.7
"V.Carter, J.Ennis III, M.Gasol, J.Green, A.Harrison",-1.5
"V.Carter, J.Ennis III, M.Gasol, A.Harrison, Z.Randolph",-4.7
"M.Carter-Williams, J.Lauvergne, B.Portis, D.Valentine, P.Zipser",2.0
"I.Clark, S.Curry, K.Durant, D.Green, S.Livingston",0.7
"I.Clark, K.Durant, A.Iguodala, K.Thompson, D.West",0.0
"I.Clark, D.Green, A.Iguodala, K.Thompson, D.West",-0.6
"I.Clark, D.Green, S.Livingston, K.Thompson, D.West",5.5
"I.Clark, D.Jones, J.McAdoo, P.McCaw, Z.Pachulia",-2.0
"M.Conley, T.Daniels, J.Ennis III, M.Gasol, Z.Randolph",3.0
"M.Conley, T.Daniels, J.Ennis III, J.Green, Z.Randolph",2.5
"M.Conley, M.Gasol, J.Green, A.Harrison, W.Selden",1.2
"M.Conley, J.Green, A.Harrison, Z.Randolph, W.Selden",1.0
"P.Connaughton, J.Layman, M.Leonard, S.Napier, N.Vonleh",-0.5
"J.Crawford, R.Felton, B.Griffin, J.Redick, M.Speights",-0.3
"J.Crawford, R.Felton, D.Jordan, C.Paul, P.Pierce",-0.3
"J.Crawford, R.Felton, D.Jordan, P.Pierce, J.Redick",-0.7
"J.Crawford, R.Felton, P.Pierce, A.Rivers, M.Speights",1.0
"J.Crawford, B.Griffin, D.Jordan, L.Mbah a Moute, C.Paul",4.0
"J.Crawford, D.Jordan, L.Mbah a Moute, C.Paul, P.Pierce",1.4
"J.Crawford, D.Jordan, L.Mbah a Moute, C.Paul, J.Redick",-1.3
"J.Crawford, D.Jordan, L.Mbah a Moute, C.Paul, A.Rivers",-0.5
"J.Crawford, D.Jordan, C.Paul, J.Redick, A.Rivers",2.0
"J.Crowder, A.Horford, T.Rozier, M.Smart, I.Thomas",1.0
"J.Crowder, K.Olynyk, T.Rozier, M.Smart, I.Thomas",1.2
"S.Curry, K.Durant, D.Green, A.Iguodala, S.Livingston",2.1
"S.Curry, K.Durant, D.Green, A.Iguodala, K.Thompson",2.8
"S.Curry, K.Durant, D.Green, S.Livingston, Z.Pachulia",4.0
"S.Curry, K.Durant, D.Green, S.Livingston, K.Thompson",0.9
"S.Curry, K.Durant, D.Green, S.Livingston, D.West",-1.3
"S.Curry, K.Durant, D.Green, P.McCaw, K.Thompson",3.2
"S.Curry, K.Durant, D.Green, J.McGee, K.Thompson",1.8
"S.Curry, K.Durant, D.Green, Z.Pachulia, K.Thompson",4.1
"S.Curry, K.Durant, A.Iguodala, S.Livingston, J.McGee",-0.5
"S.Curry, K.Durant, A.Iguodala, S.Livingston, K.Thompson",-0.5
"S.Curry, K.Durant, A.Iguodala, J.McGee, K.Thompson",0.6
