"Name","age","GP","Mins","3_pt_attempt","3_pt_pct","2_pt_attempt","2_pt_pct","ft_attempt","ft_pct","off_reb","def_reb","assist","steal","blocks","TO","Fouls","Weight","net_rating","height"
"Caleb Swanigan",-5.1208678286538,-1.29787579513699,-5.2900154806328,-2.11710129157013,NA,-2.90818819375908,NA,-1.48737758239217,NA,-1.20585226123505,-2.64750351790208,-4.27989665821053,-3.38373602608547,-2.44616614163054,-1.89804994727199,-1.19307035441358,2.40746116870483,15.041474369666,1.41428847996795
"Carmelo Anthony",4.1405352241196,0.909456360936097,3.6577949455706,3.24458908521468,NA,3.26709345179106,NA,0.637015220943139,NA,-0.00852795092811208,3.10092008008785,-2.14848762810409,-0.76623443896481,1.07414675591895,0.23043417890203,2.07391165862957,1.60508841058358,-2.63690044505256,1.41428847996795
"Cedi Osman",-3.69603658976558,0.1736789755784,-3.86406959597887,-1.10022897873163,NA,-3.17284312142552,NA,-1.36935575998466,NA,-2.40317657154199,-2.15478149521723,-3.74704440068392,-2.07498523252514,-3.15022872114044,-2.60754465599666,-1.49006871923569,-0.400843484719548,0.87896681501752,1.41428847996795
"Cheick Diallo",-4.40845220920969,-0.215850228434498,-3.79277230174617,-2.39443010416244,NA,-1.58491355542691,NA,-0.77924664794707,NA,-0.00852795092811208,0.308828618207029,-4.54632278697384,-3.38373602608547,-0.333978403100849,-2.60754465599666,-0.599073624769373,0.000342894341077029,-4.81574776115233,1.91194788494916
"Chinanu Onuaku",-4.40845220920969,-2.42318238450759,0.0572815868194311,-2.39443010416244,NA,-0.173420607872593,NA,-2.3135303392448,NA,0.390580152507535,-0.0196527302495381,-2.94776601439401,-4.6924868196458,-3.15022872114044,6.26113920306175,6.52888713096113,2.0062747896442,-12.0703189386209,-2.56698675988169
"Chris Paul",3.42811960467549,0.043835907574101,3.55084900422155,3.61436083533777,NA,1.76738219501459,NA,2.17129891224086,NA,-1.20585226123505,2.93667940585957,15.4356368702741,6.43189492561701,-1.74210356212065,3.42316036816306,1.77691329380746,-3.61033451720455,2.26550601617192,-2.56698675988169
"Clint Capela",-2.98362097032148,0.736332270263697,2.01795717821858,-2.39443010416244,NA,3.44353007023534,NA,1.81723344501831,NA,9.57006653152741,7.53541828425151,-3.21419214315731,0.542516354595522,10.2269602895476,0.585181533264366,2.07391165862957,1.60508841058358,2.81021784519686,-2.56698675988169
"Corey Brewer",2.71570398523138,-0.129288183098298,-3.18674530076825,-1.65488660391626,NA,-2.46709664764836,NA,-1.25133393757714,NA,-2.00406846810635,-2.81174419213036,-3.48061827192062,0.542516354595522,-2.44616614163054,-1.89804994727199,-0.896071989591477,-2.72772448327118,-2.21598675898783,1.91194788494916
"Corey Brewer",2.71570398523138,0.649770224927498,-1.79644806323067,-1.00778604120086,NA,-2.02600510153763,NA,-0.77924664794707,NA,-1.20585226123505,-2.48326284367379,-3.21419214315731,2.50564254493602,-1.74210356212065,-1.89804994727199,0.29192146969694,-2.72772448327118,-2.21598675898783,1.91194788494916
"Corey Brewer",2.71570398523138,-1.68740499914989,2.41009229649841,1.02595858447614,NA,-0.790948772427606,NA,0.282949753720587,NA,0.789688255943182,-1.16933744984752,-2.14848762810409,9.04939651273768,-1.03804098261075,-2.25279730163432,3.85590184756219,-2.72772448327118,-2.21598675898783,1.91194788494916
"Cory Joseph",-0.846374111989153,1.0825804516085,1.83971394263684,-0.268242540954678,NA,-0.173420607872593,NA,-1.0152902927621,NA,-1.6049603646707,-0.512374752934389,2.91360881839871,1.85126714815585,-1.74210356212065,-0.479060529822642,-0.302075259947269,-2.40677538002267,1.99315010165945,-1.07400854493807
"Dakari Johnson",-3.69603658976558,-1.12475170446459,-5.93169112872707,-2.39443010416244,NA,-3.43749804909195,NA,-1.60539940479969,NA,-1.6049603646707,-3.96142891172835,-4.81274891573714,-3.38373602608547,-1.03804098261075,-4.026534073446,-2.6780621785241,2.80864754776545,30.6152807540609,3.40492609989278
"Damian Jones",-3.69603658976558,-1.81724806715419,-5.68215059891263,-2.39443010416244,NA,-3.26106143064766,NA,-1.95946487202224,NA,-2.40317657154199,-3.96142891172835,-5.34560117326375,-4.03811142286564,-1.74210356212065,-3.31703936472133,-2.6780621785241,2.0062747896442,-17.1212831713976,3.40492609989278
"Damian Lillard",-0.133958492545045,0.693051247595598,5.26198406580627,5.55566252348399,NA,4.94324132701181,NA,6.42008451891149,NA,-0.407636054363759,0.965791315120164,11.9720971963511,2.50564254493602,-0.333978403100849,5.55164449433707,-0.599073624769373,-2.00558900096205,-2.56262155927643,-1.07400854493807
"Danny Green",2.00328836578728,0.563208179591298,1.34063288300797,1.85794502225309,NA,-1.58491355542691,NA,-1.25133393757714,NA,-1.20585226123505,-0.0196527302495381,-1.34920924181417,1.19689175137569,4.59445965346844,-0.479060529822642,-0.302075259947269,-0.400843484719548,-5.36045959017727,0.418969670005544
"Dante Exum",-3.69603658976558,-1.86052908982229,-1.79644806323067,-1.1926719162624,NA,-0.261638917094737,NA,0.282949753720587,NA,-2.40317657154199,-2.31902216944551,2.6471826896354,-0.76623443896481,-1.74210356212065,0.585181533264366,-1.19307035441358,-2.40677538002267,-1.27512087249021,0.418969670005544
"Dario Saric",-2.98362097032148,0.909456360936097,2.76657876766189,2.32015970990695,NA,0.97341741201529,NA,0.873058865758174,NA,4.381661186864,2.77243873163128,1.31505204581888,-0.111859042184644,-1.03804098261075,2.35891830507605,0.885918199341149,0.241054721777452,-0.383774243176664,-2.56698675988169
"Darius Miller",-0.133958492545045,1.0825804516085,0.66330858779735,1.67305914719154,NA,-3.17284312142552,NA,-1.36935575998466,NA,-2.80228467497764,-1.99054082098894,-1.88206149934078,-2.72936062930531,-1.74210356212065,-1.89804994727199,0.588919834519045,0.401529273401702,1.49795752981859,1.41428847996795
"Darren Collison",2.00328836578728,0.519927156923199,2.6239841791965,0.37885802176073,NA,0.97341741201529,NA,0.164927931313069,NA,-1.6049603646707,-1.66205947253237,8.50855752242812,3.81439333849635,-1.74210356212065,-0.124313175460306,-0.00507689512516416,-2.8079617590833,1.57223641559472,-1.57166794991928
"David Stockton",-0.846374111989153,-2.33662033917139,-6.71596136528672,-1.47000072885472,NA,-4.58433606897983,NA,-0.77924664794707,NA,-3.60050088184893,-4.94687295709805,-5.61202730202706,-4.6924868196458,-3.15022872114044,-3.31703936472133,-2.381063813702,-4.4127072753258,3.80060298887857,-8.04124021467495
"David West",6.99019770189603,0.693051247595598,-2.90155612383747,-2.30198716663167,NA,-0.085202298650448,NA,-1.0152902927621,NA,-0.00852795092811208,-1.00509677561924,-0.549930855524259,-0.76623443896481,3.89039707395854,-0.479060529822642,-0.599073624769373,2.40746116870483,1.29988050108225,1.91194788494916
"Davis Bertans",-1.55878973143326,0.866175338267997,-2.75896153537208,0.656186834353047,NA,-3.26106143064766,NA,-1.60539940479969,NA,-2.80228467497764,-1.99054082098894,-2.94776601439401,-2.72936062930531,-0.333978403100849,-2.60754465599666,-1.78706708405779,-0.802029863780174,0.359014614584621,-2.56698675988169
"DeAndre Liggins",1.29087274634317,0.043835907574101,-3.32933988923365,-1.56244366638549,NA,-3.79037128598053,NA,-2.19550851683728,NA,-3.20139277841329,-2.97598486635864,-3.48061827192062,-0.76623443896481,-1.74210356212065,-3.31703936472133,-1.19307035441358,-0.882267139592299,-16.0566191419398,0.418969670005544
"DeAndre Liggins",1.29087274634317,-1.12475170446459,-2.2598804757432,-1.28511485379317,NA,-3.79037128598053,NA,-2.07748669442976,NA,-2.80228467497764,-2.64750351790208,-3.21419214315731,1.19689175137569,-1.03804098261075,-2.962292010359,0.588919834519045,-0.882267139592299,-16.0566191419398,0.418969670005544
"DeAndre Liggins",1.29087274634317,-1.29787579513699,-4.57704253830583,-1.83977247897781,NA,-3.79037128598053,NA,-2.3135303392448,NA,-3.20139277841329,-3.46870688904349,-3.48061827192062,-2.07498523252514,-2.44616614163054,-3.31703936472133,-3.27205890816831,-0.882267139592299,-16.0566191419398,0.418969670005544
"Dejounte Murray",-4.40845220920969,1.0392994289404,-0.12096164876231,-2.02465835403935,NA,1.67916388579245,NA,-0.189137535909483,NA,1.98701256625012,2.11547603471815,2.11433043210879,3.16001794171618,-0.333978403100849,1.64942359635137,0.29192146969694,-4.01152089626518,-1.25036124389816,-0.0786897349756613
"Delon Wright",-1.55878973143326,0.519927156923199,-0.370502178576747,-0.36068547848545,NA,-1.05560370009404,NA,-0.307159358317,NA,-0.806744157799406,-1.33357812407581,2.11433043210879,1.85126714815585,0.370084176409049,-0.479060529822642,-1.78706708405779,-2.40677538002267,0.730409043465263,-0.0786897349756613
"DeMar DeRozan",0.578457126899062,0.996018406272296,4.29947059366487,0.933515646945365,NA,7.85444553134259,NA,5.94799722928142,NA,-0.806744157799406,0.308828618207029,8.24213139366482,2.50564254493602,-1.03804098261075,3.42316036816306,0.29192146969694,0.000342894341077029,-0.829447557833434,0.916629074986749
"Derrick Favors",-0.846374111989153,0.866175338267997,2.19620041380032,-1.65488660391626,NA,2.73778359645819,NA,0.991080688165691,NA,6.77630980747788,2.608198057403,-2.14848762810409,-0.111859042184644,4.59445965346844,-0.479060529822642,0.885918199341149,3.61102030588671,2.78545821660482,-2.56698675988169
"Derrick Rose",1.29087274634317,-1.77396704448609,-0.90523188532197,-1.00778604120086,NA,1.41450895812601,NA,0.755037043350656,NA,-1.20585226123505,-2.97598486635864,-1.34920924181417,-3.38373602608547,-1.03804098261075,2.00417095071371,-2.6780621785241,-2.40677538002267,0.334254985992578,-1.07400854493807
"Derrick Rose",1.29087274634317,-1.38443784047319,-1.79644806323067,-1.28511485379317,NA,0.885199102793145,NA,-0.189137535909483,NA,-1.6049603646707,-3.46870688904349,-1.61563537057748,-2.72936062930531,-1.74210356212065,0.585181533264366,-3.56905727299042,-2.40677538002267,0.334254985992578,-1.07400854493807
"Derrick Rose",1.29087274634317,-2.07693420316279,-3.36498853634999,-1.74732954144704,NA,0.0912343197938418,NA,-1.60539940479969,NA,-2.40317657154199,-4.4541509344132,-2.41491375686739,-2.07498523252514,-3.15022872114044,-1.54330259290965,-4.75705073227883,-2.40677538002267,0.334254985992578,-1.07400854493807
"Derrick White",-2.98362097032148,-1.73068602181799,-4.86223171523662,-1.65488660391626,NA,-3.5257163583141,NA,-0.897268470354587,NA,-2.40317657154199,-2.97598486635864,-4.27989665821053,-3.38373602608547,-1.74210356212065,-2.962292010359,-3.86605563781252,-2.40677538002267,1.54747678700268,-0.576349139956867
"Domantas Sabonis",-4.40845220920969,0.736332270263697,0.948497764728136,-1.93221541650858,NA,2.82600190568033,NA,1.22712433298073,NA,5.1798773937353,4.08636412545755,-0.283504726760953,-1.42060983574498,-0.333978403100849,2.35891830507605,3.55890348274009,2.56793572032908,1.47319790122655,-2.56698675988169
"Donovan Mitchell",-4.40845220920969,0.952737383604196,4.12122735808312,4.07657552299163,NA,4.50214978090108,NA,2.17129891224086,NA,-0.806744157799406,0.144587943978746,4.24573946221524,5.12314413205668,-1.03804098261075,5.19689713997474,2.66790838827378,-0.400843484719548,0.507572386136878,-1.07400854493807
"Draymond Green",-0.133958492545045,0.563208179591298,3.87168682826869,1.02595858447614,NA,0.00301601057169725,NA,0.637015220943139,NA,0.789688255943182,5.89301154196867,13.8370800976942,4.46876873527652,6.00258481248824,5.90639184869941,2.37091002345167,0.802715652462328,4.37007444649556,0.916629074986749
"Dwyane Wade",6.27778208245192,-0.475536364443096,0.485065352215609,-1.00778604120086,NA,2.38491035956961,NA,1.10910251057321,NA,-0.407636054363759,0.144587943978746,3.71288720468863,1.19689175137569,1.77820933542885,2.71366565943838,-0.00507689512516416,0.000342894341077029,1.42367864404246,-0.576349139956867
"Dwyane Wade",6.27778208245192,-1.55756193114559,0.128578881052127,-0.545571353546995,NA,4.06105823479036,NA,0.755037043350656,NA,-1.6049603646707,-0.183893404477822,2.6471826896354,1.19689175137569,1.77820933542885,3.77790772252539,0.29192146969694,0.000342894341077029,1.42367864404246,-0.576349139956867
"Dwyane Wade",6.27778208245192,0.433365111586999,0.378119410866564,-0.822900166139312,NA,2.91422021490248,NA,0.991080688165691,NA,-0.806744157799406,-0.0196527302495381,3.44646107592532,1.19689175137569,1.77820933542885,3.06841301380072,0.29192146969694,0.000342894341077029,1.42367864404246,-0.576349139956867
"E'Twaun Moore",0.578457126899062,1.0825804516085,3.44390306287251,1.02595858447614,NA,1.14985403045958,NA,-1.36935575998466,NA,-0.806744157799406,-1.33357812407581,0.515773659528962,1.85126714815585,-2.44616614163054,-0.124313175460306,1.18291656416325,-2.32653810421055,1.59699604418676,-0.576349139956867
"Ed Davis",0.578457126899062,0.909456360936097,-1.04782647378736,-2.39443010416244,NA,-1.32025862776048,NA,-0.661224825539552,NA,5.57898549717094,3.26516075431613,-4.27989665821053,-2.07498523252514,1.77820933542885,-1.54330259290965,1.77691329380746,2.0062747896442,0.0618990714801071,-2.56698675988169
"Ekpe Udoh",2.00328836578728,0.2602410209146,-3.18674530076825,-2.39443010416244,NA,-2.90818819375908,NA,-1.25133393757714,NA,0.789688255943182,-2.81174419213036,-3.48061827192062,-0.111859042184644,5.29852223297834,-3.31703936472133,-0.302075259947269,2.0062747896442,-3.99868001761491,-2.56698675988169
"Emeka Okafor",5.56536646300782,-1.34115681780509,-2.93720477095382,-2.39443010416244,NA,-1.32025862776048,NA,-1.36935575998466,NA,3.58344497999271,-0.348134078706106,-4.81274891573714,-2.72936062930531,3.89039707395854,-2.60754465599666,-1.78706708405779,2.80864754776545,-18.9039764300247,-2.56698675988169
"Eric Bledsoe",0.578457126899062,-2.33662033917139,2.08925447245128,1.58061620966077,NA,3.3553117610132,NA,3.23349531390852,NA,0.390580152507535,-2.81174419213036,2.3807565608721,3.81439333849635,1.77820933542885,7.32538126614875,0.588919834519045,-1.2032162428408,2.90925635956503,-2.06932735490048
"Eric Bledsoe",0.578457126899062,0.606489202259398,3.44390306287251,2.13527383484541,NA,2.91422021490248,NA,2.76140802427845,NA,-0.806744157799406,0.308828618207029,7.97570526490151,8.39502111595751,1.07414675591895,5.90639184869941,2.07391165862957,-1.2032162428408,2.90925635956503,-2.06932735490048
"Eric Bledsoe",0.578457126899062,0.736332270263697,3.40825441575616,2.13527383484541,NA,2.91422021490248,NA,2.76140802427845,NA,-0.806744157799406,0.144587943978746,7.7092791361382,8.39502111595751,1.07414675591895,5.90639184869941,2.07391165862957,-1.2032162428408,2.90925635956503,-2.06932735490048
"Eric Gordon",1.29087274634317,0.519927156923199,3.33695712152346,5.74054839854553,NA,0.00301601057169725,NA,1.81723344501831,NA,-2.00406846810635,-1.49781879830409,0.249347530765658,-0.76623443896481,-0.333978403100849,2.35891830507605,-0.302075259947269,-0.400843484719548,1.22560161530612,-0.576349139956867
"Ersan Ilyasova",2.00328836578728,-1.47099988580939,0.805903176262744,0.933515646945365,NA,0.355889247460276,NA,0.0469061089055519,NA,3.98255308342835,2.93667940585957,-1.08278311305087,-0.111859042184644,-0.333978403100849,0.23043417890203,2.96490675309588,1.20390203152295,2.73593895942073,-2.56698675988169
